record_id,doi,title,journal,record_index,source_format,source_chunk_ids,route,catalyst_class,catalyst,solvent,catalyst_smiles,catalyst_smiles_tier,solvent_smiles,solvent_smiles_tier,product,product_smiles,substrate_smiles,temperature_c,reaction_time_min,pressure_atm,catalyst_amount_g,PET_amount_g,solvent_amount_g,yield_percent,conversion_percent,selectivity_percent,judge_verdict,judge_drop_record,judge_n_fixes,judge_bad_fields,judge_critique,judge_fixes,n_citations,citations_resolve,corrected_catalyst,corrected_solvent,corrected_temperature_c,corrected_reaction_time_min,corrected_pressure_atm,corrected_catalyst_amount_g,corrected_PET_amount_g,corrected_solvent_amount_g,corrected_yield_percent,corrected_conversion_percent,corrected_selectivity_percent,corrected_fields,phase,phase_why,phase_by,structure_source,audit,catalyst_loading_wt,yield_basis,single_component,duplicate_of,quality_flags
10.1002/mame.200400391#1,10.1002/mame.200400391,Study of polyurethane formulations containing diols obtained via glycolysis of poly(ethylene terephthalate) (PET) by oligoesters diols through a reactive extrusion process,Macromolecular Materials and Engineering,1,PDF,aa8c9c20-8958-4a4e-8d3b-8a0f3d18a9ec;a8e90099-1161-4976-8ce0-a34133fb39ab;7b288e51-0ed8-4c01-a136-a76193787dca;3a7ccc72-3dce-4e94-8cde-706d454d0704,other/unclear,metal salt,ZnAc,DEG,CC(=O)[O-].CC(=O)[O-].[Zn+2],LLM written,OCCOCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,265.0,4.0,,,,,,,,correct,False,0,,"Same reasoning as record 0: the experiment with ZnAc, DEG, 265 °C and 4 min residence is documented in the text, and the omitted quantitative fields are not provided by the paper. All fields are either reported or legitimately missing.",,4,True,ZnAc,DEG,265.0,4.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,,True,10.1002/mame.200400391#0,
10.1002/mame.200400391#2,10.1002/mame.200400391,Study of polyurethane formulations containing diols obtained via glycolysis of poly(ethylene terephthalate) (PET) by oligoesters diols through a reactive extrusion process,Macromolecular Materials and Engineering,2,PDF,aa8c9c20-8958-4a4e-8d3b-8a0f3d18a9ec;a8e90099-1161-4976-8ce0-a34133fb39ab;7b288e51-0ed8-4c01-a136-a76193787dca;3a7ccc72-3dce-4e94-8cde-706d454d0704,other/unclear,metal salt,ZnAc,DEG,CC(=O)[O-].CC(=O)[O-].[Zn+2],LLM written,OCCOCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,265.0,4.0,,,,,,,,correct,False,0,,"Identical to records 0 and 1; the described glycolysis conditions are present in the article, and no additional data are given, so the record is an accurate rendering of a performed experiment.",,4,True,ZnAc,DEG,265.0,4.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,,True,10.1002/mame.200400391#0,
10.1002/mame.200400391#3,10.1002/mame.200400391,Study of polyurethane formulations containing diols obtained via glycolysis of poly(ethylene terephthalate) (PET) by oligoesters diols through a reactive extrusion process,Macromolecular Materials and Engineering,3,PDF,aa8c9c20-8958-4a4e-8d3b-8a0f3d18a9ec;a8e90099-1161-4976-8ce0-a34133fb39ab;7b288e51-0ed8-4c01-a136-a76193787dca;3a7ccc72-3dce-4e94-8cde-706d454d0704,other/unclear,metal salt,ZnAc,DEG,CC(=O)[O-].CC(=O)[O-].[Zn+2],LLM written,OCCOCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,265.0,4.0,,,,,,,,correct,False,0,,"Again matches the described glycolysis run (ZnAc, DEG, 265 °C, 4 min). No missing or contradictory values are present; the null fields correspond to data not reported in the paper.",,4,True,ZnAc,DEG,265.0,4.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,,True,10.1002/mame.200400391#0,
10.1002/mame.200400391#4,10.1002/mame.200400391,Study of polyurethane formulations containing diols obtained via glycolysis of poly(ethylene terephthalate) (PET) by oligoesters diols through a reactive extrusion process,Macromolecular Materials and Engineering,4,PDF,aa8c9c20-8958-4a4e-8d3b-8a0f3d18a9ec;a8e90099-1161-4976-8ce0-a34133fb39ab;7b288e51-0ed8-4c01-a136-a76193787dca;3a7ccc72-3dce-4e94-8cde-706d454d0704,other/unclear,metal salt,ZnAc,DEG,CC(=O)[O-].CC(=O)[O-].[Zn+2],LLM written,OCCOCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,240.0,4.0,,,,,,,,correct,False,0,,"The paper notes a specific experiment where the extruder barrel temperature was lowered to 240 °C for the glycolysate PETAANPGB to study temperature effects (see extrusion paragraph, chunk 7b288e51‑...). The other fields are either reported (temperature, time) or appropriately left null because the paper does not give masses or conversion/yield for this run.",,4,True,ZnAc,DEG,240.0,4.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,,True,,
10.1002/mame.200600243#0,10.1002/mame.200600243,Chemical recycling of PET by glycolysis: Polymerization and characterization of the dimethacrylated glycolysate,Macromolecular Materials and Engineering,0,PDF,b60ee458-cba7-4edd-bb90-1d7f8fb7be81;4aab123b-080b-4d03-a52f-13c3ae7815f4,other/unclear,ionic liquid,[Mn(CH3COO)2 4H2O],DEG,CC(=O)[O-].CC(=O)[O-].[Mn+2],LLM written,OCCOCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,210.0,240.0,,0.9,150.0,84.6,,,,correct,False,0,,"The record matches the glycolysis experiment described in the paper: 150 g PET, 84.6 g DEG, Mn(CH3COO)2·4H2O at 0.6 wt% (0.9 g), heated at 210 °C for 4 h (240 min) as reported in the experimental section (chunks b60ee458‑cba7‑4edd‑bb90‑1d7f8fb7be81 and 4aab123b‑080b‑4d03‑a52f‑13c3ae7815f4). The paper does not provide yield, conversion or selectivity data for this run, so the null values are appropriate. All numerical values and the catalyst identity are consistent with the text.",,2,True,[Mn(CH3COO)2 4H2O],DEG,210.0,240.0,,0.9,150.0,84.6,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,0.006,,True,,
10.1002/mame.200600341#0,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,0,PDF,f9b0743d-65ad-4b5a-876e-9c2519d6ac5e;a0e84fed-9cbf-4b08-85f5-0c2a6a344faa;be1ec9f0-951e-473b-8d19-5a4fb6ace8d3,hydrolysis,acid or base,NaOH,water,[Na+].[OH-],LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,200.0,60.0,,,,,97.9,,,correct,False,0,,"Table 1 reports uncatalyzed aqueous alkaline hydrolysis at 200 °C for 1 h giving a TPA yield of 97.9 %. The record matches temperature, time (converted to 60 min), catalyst NaOH, solvent water, and yield. No masses or selectivity/conversion are reported in the table, so nulls are appropriate.",,3,True,NaOH,water,200.0,60.0,,,,,97.9,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#1,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,1,PDF,f9b0743d-65ad-4b5a-876e-9c2519d6ac5e;a0e84fed-9cbf-4b08-85f5-0c2a6a344faa;be1ec9f0-951e-473b-8d19-5a4fb6ace8d3,hydrolysis,acid or base,NaOH,water,[Na+].[OH-],LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,150.0,60.0,,,,,34.6,,,correct,False,0,,"Table 1 gives 150 °C, 1 h (60 min) and a yield of 34.6 % for the same conditions. All fields match the paper; missing mass and outcome fields are not reported, so nulls are acceptable.",,3,True,NaOH,water,150.0,60.0,,,,,34.6,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#2,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,2,PDF,f9b0743d-65ad-4b5a-876e-9c2519d6ac5e;a0e84fed-9cbf-4b08-85f5-0c2a6a344faa;be1ec9f0-951e-473b-8d19-5a4fb6ace8d3,hydrolysis,acid or base,NaOH,water,[Na+].[OH-],LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,150.0,180.0,,,,,59.6,,,correct,False,0,,"Table 1 lists 150 °C, 3 h (180 min) with a yield of 59.6 %. The record reproduces these values correctly; other fields are not given in the source.",,3,True,NaOH,water,150.0,180.0,,,,,59.6,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#3,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,3,PDF,f9b0743d-65ad-4b5a-876e-9c2519d6ac5e;a0e84fed-9cbf-4b08-85f5-0c2a6a344faa;be1ec9f0-951e-473b-8d19-5a4fb6ace8d3,hydrolysis,acid or base,NaOH,water,[Na+].[OH-],LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,150.0,300.0,,,,,76.3,,,correct,False,0,,"Table 1 shows 150 °C, 5 h (300 min) and a yield of 76.3 %, which the record records accurately. No additional data are required.",,3,True,NaOH,water,150.0,300.0,,,,,76.3,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#4,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,4,PDF,f9b0743d-65ad-4b5a-876e-9c2519d6ac5e;a0e84fed-9cbf-4b08-85f5-0c2a6a344faa;be1ec9f0-951e-473b-8d19-5a4fb6ace8d3,hydrolysis,acid or base,NaOH,water,[Na+].[OH-],LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,150.0,420.0,,,,,84.0,,,correct,False,0,,"Table 1 gives 150 °C, 7 h (420 min) with a yield of 84.0 %. The record aligns perfectly; missing fields are not reported in the paper.",,3,True,NaOH,water,150.0,420.0,,,,,84.0,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#5,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,5,PDF,f9b0743d-65ad-4b5a-876e-9c2519d6ac5e;a0e84fed-9cbf-4b08-85f5-0c2a6a344faa;be1ec9f0-951e-473b-8d19-5a4fb6ace8d3,hydrolysis,acid or base,NaOH,water,[Na+].[OH-],LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,120.0,180.0,,,,,16.7,,,correct,False,0,,"Table 1 lists 120 °C, 3 h (180 min) with a yield of 16.7 %, exactly as in the record. No other quantities are provided in the source.",,3,True,NaOH,water,120.0,180.0,,,,,16.7,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#6,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,6,PDF,f9b0743d-65ad-4b5a-876e-9c2519d6ac5e;a0e84fed-9cbf-4b08-85f5-0c2a6a344faa;be1ec9f0-951e-473b-8d19-5a4fb6ace8d3,hydrolysis,acid or base,NaOH,water,[Na+].[OH-],LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,120.0,240.0,,,,,20.2,,,correct,False,0,,"Table 1 reports 120 °C, 4 h (240 min) and a yield of 20.2 %; the record matches these data. Other fields are legitimately absent.",,3,True,NaOH,water,120.0,240.0,,,,,20.2,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#7,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,7,PDF,f9b0743d-65ad-4b5a-876e-9c2519d6ac5e;a0e84fed-9cbf-4b08-85f5-0c2a6a344faa;be1ec9f0-951e-473b-8d19-5a4fb6ace8d3,hydrolysis,acid or base,NaOH,water,[Na+].[OH-],LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,120.0,300.0,,,,,25.0,,,correct,False,0,,"Table 1 gives 120 °C, 5 h (300 min) and a yield of 25.0 %, which the record records correctly. No additional data are required.",,3,True,NaOH,water,120.0,300.0,,,,,25.0,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#8,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,8,PDF,f9b0743d-65ad-4b5a-876e-9c2519d6ac5e;a0e84fed-9cbf-4b08-85f5-0c2a6a344faa;be1ec9f0-951e-473b-8d19-5a4fb6ace8d3,hydrolysis,acid or base,NaOH,water,[Na+].[OH-],LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,120.0,420.0,,,,,33.0,,,correct,False,0,,"Table 1 lists 120 °C, 7 h (420 min) with a yield of 33.0 %; the record reflects this accurately. Missing masses/outcomes are not in the source.",,3,True,NaOH,water,120.0,420.0,,,,,33.0,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#9,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,9,PDF,9a3903b2-ed0e-4211-ae74-9730cace169d;54d6f2d5-2118-41c4-8952-743d29e70423;dfdc7351-3501-43a1-8eff-183fbbea13db,other/unclear,acid or base,KOH,methyl cellosolve,[K+].[OH-],LLM written,COCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,120.0,150.0,,,,,10.3,,,correct,False,0,,"Table 2 shows non‑aqueous alkaline hydrolysis (KOH in methyl cellosolve) at 120 °C for 2.5 h (150 min) with a TPA yield of 10.3 % for 3 M KOH. The record matches temperature, time, catalyst, solvent and yield. Other fields are not reported.",,3,True,KOH,methyl cellosolve,120.0,150.0,,,,,10.3,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#10,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,10,PDF,9a3903b2-ed0e-4211-ae74-9730cace169d;54d6f2d5-2118-41c4-8952-743d29e70423;dfdc7351-3501-43a1-8eff-183fbbea13db,other/unclear,acid or base,KOH,methyl cellosolve,[K+].[OH-],LLM written,COCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,120.0,150.0,,,,,55.1,,,correct,False,0,,"Table 2 gives 4 M KOH at 120 °C, 2.5 h (150 min) with a yield of 55.1 %; the record reproduces these values correctly. No extra data are required.",,3,True,KOH,methyl cellosolve,120.0,150.0,,,,,55.1,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#11,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,11,PDF,9a3903b2-ed0e-4211-ae74-9730cace169d;54d6f2d5-2118-41c4-8952-743d29e70423;dfdc7351-3501-43a1-8eff-183fbbea13db,other/unclear,acid or base,KOH,methyl cellosolve,[K+].[OH-],LLM written,COCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,120.0,150.0,,,,,63.1,,,correct,False,0,,"Table 2 lists 5 M KOH, 120 °C, 2.5 h (150 min) and a yield of 63.1 %; the record is accurate. Missing fields are not given in the paper.",,3,True,KOH,methyl cellosolve,120.0,150.0,,,,,63.1,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#12,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,12,PDF,9a3903b2-ed0e-4211-ae74-9730cace169d;54d6f2d5-2118-41c4-8952-743d29e70423;dfdc7351-3501-43a1-8eff-183fbbea13db,other/unclear,acid or base,KOH,methyl cellosolve,[K+].[OH-],LLM written,COCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,120.0,150.0,,,,,69.8,,,correct,False,0,,Table 2 reports 6 M KOH at 120 °C for 2.5 h (150 min) with a yield of 69.8 %; the record mirrors this information precisely.,,3,True,KOH,methyl cellosolve,120.0,150.0,,,,,69.8,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#13,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,13,PDF,9a3903b2-ed0e-4211-ae74-9730cace169d;54d6f2d5-2118-41c4-8952-743d29e70423;dfdc7351-3501-43a1-8eff-183fbbea13db,other/unclear,acid or base,KOH,methyl cellosolve,[K+].[OH-],LLM written,COCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,120.0,150.0,,,,,70.3,,,correct,False,0,,"Table 2 shows 7 M KOH, 120 °C, 2.5 h (150 min) with a yield of 70.3 %; the record matches the source exactly.",,3,True,KOH,methyl cellosolve,120.0,150.0,,,,,70.3,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#14,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,14,PDF,9a3903b2-ed0e-4211-ae74-9730cace169d;54d6f2d5-2118-41c4-8952-743d29e70423;dfdc7351-3501-43a1-8eff-183fbbea13db,other/unclear,acid or base,KOH,methyl cellosolve,[K+].[OH-],LLM written,COCCO,LLM written,,,*OCCOC(=O)c1ccc(C(*)=O)cc1,120.0,150.0,,,,,82.1,,,correct,False,0,,"Table 2 gives 9 M KOH, 120 °C, 2.5 h (150 min) with a yield of 82.1 %; the record records these data correctly. No other values are reported.",,3,True,KOH,methyl cellosolve,120.0,150.0,,,,,82.1,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#15,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,15,PDF,3a780f6e-1df3-45a0-8f4d-2947ee401843;5dbf8f91-def2-4766-83f9-4c09eb2b6a69;e9f72a88-8e2e-4608-9d3c-3f93d368a1ca,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,90.0,180.0,,,,,,,,correct,False,0,,"Table 3 (acid hydrolysis) studies 90 °C, 3 h (180 min) with various H₂SO₄ concentrations. The paper reports only the % of unreacted PET, not yield, conversion or selectivity. Since the record leaves those fields null, it does not contradict the source.",,3,True,H2SO4,water,90.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#16,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,16,PDF,3a780f6e-1df3-45a0-8f4d-2947ee401843;5dbf8f91-def2-4766-83f9-4c09eb2b6a69;e9f72a88-8e2e-4608-9d3c-3f93d368a1ca,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,90.0,180.0,,,,,,,,correct,False,0,,"Same set of acid‑hydrolysis experiments as record 15; the paper does not give explicit yield, conversion or selectivity. Null values are therefore appropriate.",,3,True,H2SO4,water,90.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,10.1002/mame.200600341#15,
10.1002/mame.200600341#17,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,17,PDF,3a780f6e-1df3-45a0-8f4d-2947ee401843;5dbf8f91-def2-4766-83f9-4c09eb2b6a69;e9f72a88-8e2e-4608-9d3c-3f93d368a1ca,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,90.0,180.0,,,,,,,,correct,False,0,,"Identical to records 15‑16; no outcome fields are reported in the paper, so nulls are acceptable.",,3,True,H2SO4,water,90.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,10.1002/mame.200600341#15,
10.1002/mame.200600341#18,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,18,PDF,3a780f6e-1df3-45a0-8f4d-2947ee401843;5dbf8f91-def2-4766-83f9-4c09eb2b6a69;e9f72a88-8e2e-4608-9d3c-3f93d368a1ca,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,90.0,180.0,,,,,,,,correct,False,0,,"Again part of the same acid‑hydrolysis series; the paper only lists unreacted PET, which is not captured by the three outcome fields, so nulls are permissible.",,3,True,H2SO4,water,90.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,10.1002/mame.200600341#15,
10.1002/mame.200600341#19,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,19,PDF,3a780f6e-1df3-45a0-8f4d-2947ee401843;5dbf8f91-def2-4766-83f9-4c09eb2b6a69;e9f72a88-8e2e-4608-9d3c-3f93d368a1ca,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,90.0,180.0,,,,,,,,correct,False,0,,"Same experimental condition as above; the record correctly reflects the absence of reported yield, conversion or selectivity.",,3,True,H2SO4,water,90.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,10.1002/mame.200600341#15,
10.1002/mame.200600341#20,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,20,PDF,3a780f6e-1df3-45a0-8f4d-2947ee401843;5dbf8f91-def2-4766-83f9-4c09eb2b6a69;e9f72a88-8e2e-4608-9d3c-3f93d368a1ca,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,90.0,180.0,,,,,,,,correct,False,0,,"Again, the paper provides only unreacted PET percentages for 90 °C, 3 h; the record's null outcome fields do not conflict with the source.",,3,True,H2SO4,water,90.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,10.1002/mame.200600341#15,
10.1002/mame.200600341#21,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,21,PDF,464f5bc2-ad42-4675-a9f2-5f231b8792cd;5dbf8f91-def2-4766-83f9-4c09eb2b6a69,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,30.0,180.0,,,,,,,,correct,False,0,,"Table 4 lists 30 °C, 3 h (180 min) with 99.7 % unreacted PET. The paper does not give conversion or yield, so leaving those fields null is acceptable.",,2,True,H2SO4,water,30.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#22,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,22,PDF,464f5bc2-ad42-4675-a9f2-5f231b8792cd;5dbf8f91-def2-4766-83f9-4c09eb2b6a69,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,40.0,180.0,,,,,,,,correct,False,0,,"Table 4 gives 40 °C, 3 h with 98.3 % unreacted PET; no conversion/yield reported, so nulls are fine.",,2,True,H2SO4,water,40.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#23,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,23,PDF,464f5bc2-ad42-4675-a9f2-5f231b8792cd;5dbf8f91-def2-4766-83f9-4c09eb2b6a69,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,50.0,180.0,,,,,,,,correct,False,0,,"Table 4 shows 50 °C, 3 h with 87.0 % unreacted PET; the record correctly omits outcomes that are not explicitly reported.",,2,True,H2SO4,water,50.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#24,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,24,PDF,464f5bc2-ad42-4675-a9f2-5f231b8792cd;5dbf8f91-def2-4766-83f9-4c09eb2b6a69,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,60.0,180.0,,,,,,,,correct,False,0,,"Table 4 lists 60 °C, 3 h with 73.0 % unreacted PET; no yield/conversion fields are required, making the record valid.",,2,True,H2SO4,water,60.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#25,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,25,PDF,464f5bc2-ad42-4675-a9f2-5f231b8792cd;5dbf8f91-def2-4766-83f9-4c09eb2b6a69,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,70.0,180.0,,,,,,,,correct,False,0,,"Table 4 reports 70 °C, 3 h with 27.0 % unreacted PET; the record correctly leaves outcome fields null as they are not provided in the source.",,2,True,H2SO4,water,70.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
10.1002/mame.200600341#26,10.1002/mame.200600341,Chemical recycling of poly(ethylene terephthalate),Macromolecular Materials and Engineering,26,PDF,464f5bc2-ad42-4675-a9f2-5f231b8792cd;5dbf8f91-def2-4766-83f9-4c09eb2b6a69,hydrolysis,acid or base,H2SO4,water,O=S(=O)(O)O,LLM written,O,confirmed,TPA,O=C(O)c1ccc(C(=O)O)cc1,*OCCOC(=O)c1ccc(C(*)=O)cc1,80.0,180.0,,,,,,,,correct,False,0,,"Table 4 gives 80 °C, 3 h with 12.0 % unreacted PET; the record matches the experimental conditions and correctly has null outcome fields.",,2,True,H2SO4,water,80.0,180.0,,,,,,,,,homogeneous,a compound class that dissolves at reaction temperature,soluble,LLM written,accepted,,molar,True,,
